step,baseline_train_loss,reader_train_loss
816,3.177615,3.377922
817,3.182657,3.383128
818,3.184868,3.385169
819,3.187759,3.38867
820,3.179952,3.38154
821,3.175249,3.377177
822,3.175526,3.377375
823,3.185544,3.386199
824,3.181766,3.382493
825,3.172024,3.372999
826,3.169144,3.369945
827,3.170514,3.371826
828,3.164535,3.366171
829,3.17243,3.373374
830,3.175268,3.375607
831,3.178567,3.378364
832,3.175953,3.376428
833,3.169827,3.370983
834,3.169967,3.371151
835,3.176113,3.376586
836,3.174384,3.374745
837,3.172938,3.37349
838,3.177972,3.378266
839,3.178709,3.378631
840,3.18083,3.381619
841,3.18244,3.384191
842,3.181737,3.384092
843,3.177127,3.378684
844,3.171068,3.372524
845,3.171854,3.37308
846,3.167165,3.36973
847,3.181658,3.383363
848,3.181477,3.383756
849,3.171154,3.372562
850,3.17357,3.374361
851,3.183499,3.38475
852,3.171934,3.372935
853,3.170366,3.370319
854,3.167845,3.367876
855,3.167555,3.3669
856,3.166657,3.365266
857,3.165898,3.364545
858,3.152748,3.352065
859,3.148125,3.346796
860,3.151988,3.351177
861,3.155879,3.355349
862,3.164964,3.363774
863,3.165377,3.365256
864,3.170099,3.370583
865,3.171283,3.372086
866,3.174978,3.376313
867,3.180972,3.382296
868,3.180198,3.380939
869,3.180357,3.38121
870,3.170402,3.371274
871,3.170325,3.370826
872,3.159436,3.360287
873,3.162543,3.363191
874,3.168213,3.367925
875,3.155196,3.354757
876,3.161172,3.3613
877,3.149339,3.349523
878,3.143352,3.342817
879,3.133581,3.332457
880,3.137761,3.337429
881,3.146585,3.346396
882,3.159908,3.359806
883,3.146943,3.346884
884,3.156261,3.356294
885,3.151,3.351688
886,3.143401,3.344936
887,3.142372,3.343486
888,3.137261,3.338184
889,3.137899,3.338169
890,3.135668,3.335691
891,3.142032,3.341631
892,3.150023,3.349977
893,3.145654,3.344582
894,3.147355,3.346273
895,3.138613,3.338563
896,3.142695,3.342554
897,3.153871,3.353896
898,3.159845,3.359618
899,3.161189,3.361105
900,3.162168,3.361761
901,3.165689,3.365482
902,3.153018,3.353113
903,3.155639,3.355103
904,3.167599,3.366047
905,3.159005,3.356846
906,3.160679,3.358222
907,3.160938,3.357923
908,3.153812,3.350532
909,3.15228,3.350127
910,3.138153,3.335745
911,3.137218,3.334513
912,3.138896,3.336172
913,3.137131,3.335198
914,3.1354,3.334131
915,3.127053,3.325887
916,3.132712,3.332575
917,3.146,3.345517
918,3.144551,3.344225
919,3.136676,3.336329
920,3.135876,3.335027
921,3.13744,3.335347
922,3.12219,3.320473
923,3.124046,3.322357
924,3.116765,3.313761
925,3.120958,3.317518
926,3.127966,3.325701
927,3.129626,3.326876
928,3.129864,3.327372
929,3.134443,3.33183
930,3.133857,3.331665
931,3.145085,3.342825
932,3.159408,3.358141
933,3.153843,3.351633
934,3.142718,3.340228
935,3.14451,3.34166
936,3.153207,3.350223
937,3.154964,3.351556
938,3.148239,3.345478
939,3.139707,3.336087
940,3.140902,3.337327
941,3.137198,3.333491
942,3.126553,3.323042
943,3.128327,3.324167
944,3.131607,3.328111
945,3.127452,3.324101
946,3.132628,3.330323
947,3.139065,3.337377
948,3.118954,3.316556
949,3.112027,3.309692
950,3.114465,3.312102
951,3.129248,3.326985
952,3.117003,3.31463
953,3.126701,3.324652
954,3.119947,3.31757
955,3.107252,3.304642
956,3.103425,3.299846
957,3.108497,3.305136
958,3.111097,3.30834
959,3.124992,3.321986
960,3.123921,3.321211
961,3.130607,3.329309
962,3.122352,3.321103
963,3.128296,3.327807
964,3.128738,3.327908
965,3.116136,3.314591
966,3.116006,3.314851
967,3.113113,3.312023
968,3.118686,3.317829
969,3.12218,3.321455
970,3.122984,3.322088
971,3.118645,3.318493
972,3.124508,3.32432
973,3.126492,3.32565
974,3.114757,3.313696
975,3.12016,3.31994
976,3.112111,3.31191
977,3.108894,3.308586
978,3.096524,3.294719
979,3.099334,3.298036
980,3.097138,3.295615
981,3.10103,3.299434
982,3.098651,3.297722
983,3.096296,3.295783
984,3.104891,3.304483
985,3.116591,3.316635
986,3.12909,3.328443
987,3.124597,3.322791
988,3.126546,3.324383
989,3.136151,3.334094
990,3.138585,3.335744
991,3.130707,3.327894
992,3.127362,3.325292
993,3.12334,3.320637
994,3.126874,3.323583
995,3.124649,3.321527
996,3.144247,3.341516
997,3.140735,3.337541
998,3.146594,3.343417
999,3.136232,3.333387
1000,3.128715,3.325974
1001,3.126331,3.323645
1002,3.118405,3.315403
1003,3.111781,3.308606
1004,3.100226,3.296433
1005,3.102125,3.298915
1006,3.103953,3.30084
1007,3.106063,3.302803
1008,3.098994,3.295565
1009,3.099068,3.294975
1010,3.100639,3.297278
1011,3.107445,3.304919
1012,3.098325,3.294744
1013,3.092712,3.289549
1014,3.091231,3.289292
1015,3.075163,3.272916
1016,3.067293,3.265177
1017,3.065006,3.26206
1018,3.062765,3.259395
1019,3.065715,3.260836
1020,3.069791,3.264435
1021,3.080559,3.275789
1022,3.083664,3.278814
1023,3.088119,3.283382
1024,3.094815,3.290305
1025,3.101106,3.2963
1026,3.107581,3.303338
1027,3.116902,3.312698
1028,3.116058,3.312972
1029,3.109992,3.306625
1030,3.116178,3.313321
1031,3.109866,3.307148
1032,3.106911,3.303667
1033,3.113383,3.31102
1034,3.115794,3.313027
1035,3.110329,3.307077
1036,3.118552,3.315132
1037,3.10476,3.302254
1038,3.090588,3.286833
1039,3.091457,3.287585
1040,3.097428,3.29416
1041,3.104109,3.300487
1042,3.110585,3.306724
1043,3.111402,3.307605
1044,3.107788,3.304908
1045,3.106677,3.30332
1046,3.100695,3.297021
1047,3.106474,3.303057
1048,3.113514,3.310214
1049,3.118915,3.315312
1050,3.107422,3.304575
1051,3.097821,3.293669
1052,3.084626,3.280697
1053,3.088173,3.284441
1054,3.09011,3.285338
1055,3.082114,3.277076
1056,3.080032,3.274999
1057,3.082788,3.278303
1058,3.086383,3.282158
1059,3.081493,3.276681
1060,3.076061,3.271638
1061,3.08765,3.282922
1062,3.090748,3.286669
1063,3.095841,3.29155
1064,3.095996,3.29245
1065,3.076514,3.273069
1066,3.067939,3.263811
1067,3.075162,3.27067
1068,3.084455,3.279316
1069,3.073688,3.26892
1070,3.070098,3.265174
1071,3.0797,3.274987
1072,3.082291,3.277767
1073,3.083363,3.27988
1074,3.072564,3.268441
1075,3.073837,3.269661
1076,3.07885,3.274721
1077,3.0769,3.272782
1078,3.070409,3.265734
1079,3.061701,3.257471
1080,3.075393,3.272311
1081,3.074976,3.270676
1082,3.083411,3.2793
1083,3.081736,3.2776
1084,3.079029,3.274439
1085,3.081261,3.276725
1086,3.072992,3.267529
1087,3.068084,3.262106
1088,3.074332,3.268944
1089,3.075359,3.26978
1090,3.067392,3.26118
1091,3.073007,3.266889
1092,3.081876,3.276822
1093,3.078235,3.272699
1094,3.053006,3.247469
1095,3.045257,3.239209
1096,3.046549,3.241304
1097,3.046815,3.240684
1098,3.06047,3.25485
1099,3.053795,3.247976
1100,3.046207,3.240513
1101,3.044222,3.239315
1102,3.051135,3.246333
1103,3.052985,3.248663
1104,3.055692,3.251145
1105,3.055011,3.25093
1106,3.053406,3.248845
1107,3.050273,3.246149
1108,3.042783,3.238293
1109,3.040967,3.236222
1110,3.036179,3.231254
1111,3.032695,3.22866
1112,3.028464,3.224233
1113,3.043063,3.23889
1114,3.050666,3.246175
1115,3.059551,3.255248
1116,3.055489,3.251526
1117,3.058123,3.254258
1118,3.079436,3.275843
1119,3.074312,3.269956
1120,3.072171,3.268623
1121,3.086136,3.282555
1122,3.076377,3.272008
1123,3.086059,3.282272
1124,3.087899,3.285278
1125,3.080767,3.277909
1126,3.080921,3.278222
1127,3.08347,3.281241
1128,3.082962,3.279226
1129,3.092374,3.288531
1130,3.077512,3.273773
1131,3.080431,3.276763
1132,3.076866,3.272887
1133,3.076696,3.271968
1134,3.071725,3.267581
1135,3.074797,3.270135
1136,3.071786,3.267307
1137,3.063346,3.258838
1138,3.071346,3.266523
1139,3.065123,3.261654
1140,3.062711,3.258768
1141,3.062748,3.258308
1142,3.065902,3.260964
1143,3.06455,3.260135
1144,3.042037,3.238124
1145,3.040293,3.235522
1146,3.03489,3.229922
1147,3.030369,3.224318
1148,3.029904,3.223085
1149,3.039754,3.232514
1150,3.03482,3.227724
1151,3.03249,3.224574
1152,3.031941,3.22455
1153,3.021208,3.213775
1154,3.019414,3.212358
1155,3.017021,3.209795
1156,3.034199,3.22752
1157,3.032533,3.225189
1158,3.041967,3.234859
1159,3.050864,3.24315
1160,3.047038,3.238968
1161,3.046598,3.238723
1162,3.064074,3.255905
1163,3.045108,3.237015
1164,3.048363,3.240362
1165,3.053698,3.246259
1166,3.054986,3.248791
1167,3.053426,3.246907
1168,3.059381,3.25367
1169,3.057186,3.252306
1170,3.057219,3.252648
1171,3.056906,3.2526
1172,3.055862,3.251172
1173,3.044706,3.239127
1174,3.041558,3.236044
1175,3.054552,3.248512
1176,3.048809,3.242645
1177,3.049538,3.243101
1178,3.046124,3.240357
1179,3.038739,3.232439
1180,3.044204,3.238929
1181,3.03929,3.234327
1182,3.039871,3.234962
1183,3.042042,3.236805
1184,3.040248,3.235048
1185,3.04409,3.237458
1186,3.045009,3.238584
1187,3.035356,3.22833
1188,3.048215,3.240601
1189,3.037733,3.230912
1190,3.037294,3.230571
1191,3.029096,3.222412
1192,3.030004,3.222574
1193,3.015742,3.209289
1194,3.013262,3.206448
1195,3.009078,3.201605
1196,3.022584,3.214988
1197,3.037871,3.23135
1198,3.027672,3.220279
1199,3.037588,3.229732
1200,3.0305,3.222694
1201,3.032316,3.224951
1202,3.038294,3.231113
1203,3.030282,3.222741
1204,3.023016,3.215259
1205,3.010446,3.203381
1206,3.019427,3.212392
1207,3.005628,3.197883
1208,3.012348,3.204089
1209,3.015996,3.207344
1210,3.017531,3.209819
1211,3.019028,3.211716
1212,3.008317,3.200236
1213,3.019617,3.212333
1214,3.02287,3.215363
1215,3.024936,3.217043
1216,3.031534,3.223113
1217,3.040077,3.23156
1218,3.042695,3.234648
1219,3.036106,3.228365
1220,3.046865,3.239591
1221,3.046844,3.239484
1222,3.060737,3.254122
1223,3.045707,3.238667
1224,3.045361,3.238063
1225,3.031984,3.22401
1226,3.041969,3.234207
1227,3.03968,3.23218
1228,3.04022,3.23291
1229,3.029673,3.222783
1230,3.026904,3.219882
1231,3.0227,3.216382
1232,3.028572,3.22235
1233,3.036201,3.230087
1234,3.047502,3.241729
1235,3.053803,3.247706
1236,3.042085,3.236485
1237,3.033614,3.227685
1238,3.032312,3.225669
1239,3.036378,3.228953
1240,3.028838,3.22091
1241,3.031936,3.224423
1242,3.026962,3.218433
1243,3.030191,3.220872
1244,3.037132,3.228505
1245,3.036624,3.226932
1246,3.03515,3.224853
1247,3.032631,3.222972
1248,3.028508,3.218586
1249,3.02992,3.220092
1250,3.017987,3.207731
1251,3.005415,3.194923
1252,3.00546,3.195431
1253,3.010764,3.201265
1254,3.017312,3.207833
1255,3.02423,3.214776
1256,3.038576,3.229087
1257,3.040189,3.231126
1258,3.0284,3.219135
1259,3.035055,3.225439
1260,3.029388,3.219156
1261,3.022511,3.212312
1262,3.009288,3.198958
1263,3.014057,3.203332
1264,3.010291,3.199575
1265,3.01349,3.203227
1266,3.022887,3.212895
1267,3.029493,3.219629
1268,3.030636,3.221476
1269,3.037153,3.227873
1270,3.033058,3.223328
1271,3.03344,3.223122
1272,3.030599,3.219638
1273,3.017328,3.205467
1274,3.020169,3.208481
1275,3.030024,3.218643
1276,3.023383,3.211597
1277,3.039251,3.227643
1278,3.037507,3.225942
1279,3.038684,3.227287
1280,3.036475,3.22558
1281,3.028729,3.217653
1282,3.025899,3.21469
1283,3.025603,3.214585
1284,3.021403,3.210858
1285,3.018381,3.207434
1286,3.011981,3.201508
1287,3.010441,3.200183
1288,3.005394,3.194985
1289,2.987753,3.177814
1290,2.995216,3.186225
1291,3.002491,3.19368
1292,3.006988,3.197927
1293,3.002426,3.19299
1294,3.006597,3.198625
1295,3.002025,3.193128
1296,3.012972,3.203581
1297,3.020143,3.211546
1298,3.014747,3.20523
1299,3.024559,3.214586
1300,3.020719,3.21079
1301,3.007339,3.196793
1302,3.005412,3.194965
1303,3.00523,3.194665
1304,3.003734,3.193496
1305,3.004082,3.193358
1306,3.004194,3.192953
1307,2.981994,3.170109
1308,2.977805,3.165597
1309,2.978488,3.166738
1310,2.991526,3.1801
1311,2.995289,3.18356
1312,2.993709,3.182289
1313,2.994877,3.182397
1314,2.994001,3.181017
1315,3.000464,3.187242
1316,2.99017,3.177603
1317,2.999251,3.188179
1318,3.006224,3.195926
1319,3.003893,3.193583
1320,2.994842,3.184831
1321,2.998346,3.18924
1322,3.007907,3.19897
1323,3.008383,3.198885
1324,3.012203,3.20347
1325,3.003223,3.194076
1326,3.007895,3.198538
1327,3.005854,3.195685
1328,2.988642,3.178574
1329,2.992649,3.1824
1330,2.994592,3.185208
1331,3.002662,3.193271
1332,3.002994,3.19372
1333,3.007009,3.197018
1334,3.013471,3.203867
1335,3.008888,3.19898
1336,3.008722,3.198804
1337,3.010052,3.199305
1338,3.009612,3.198751
1339,3.013203,3.202218
1340,3.01508,3.203256
1341,3.019745,3.208832
1342,3.017088,3.206067
1343,3.016439,3.206387
1344,3.014406,3.204138
1345,3.008555,3.197417
1346,3.005962,3.194618
1347,3.003963,3.192221
1348,2.990973,3.178072
1349,2.983752,3.170862
1350,2.992931,3.179839
1351,2.990235,3.176928
1352,2.986287,3.172811
1353,2.994479,3.181221
1354,2.998221,3.184135
1355,2.994819,3.180929
1356,2.992319,3.178978
1357,2.986855,3.173896
1358,2.972809,3.159927
1359,2.986205,3.173166
1360,2.988443,3.17549
1361,2.994732,3.182414
1362,2.989544,3.177957
1363,2.979097,3.16796
1364,2.979867,3.168612
1365,2.974654,3.162854
1366,2.986795,3.175918
1367,2.995469,3.184988
1368,2.99303,3.182965
1369,2.99243,3.182133
1370,2.984693,3.175357
1371,2.981589,3.171621
1372,2.984927,3.174932
1373,2.985417,3.17527
1374,3.000344,3.19013
1375,3.00922,3.198135
1376,3.012821,3.20064
1377,2.998525,3.186066
1378,2.999904,3.187424
1379,3.006142,3.193168
1380,3.006582,3.193078
1381,3.008284,3.195539
1382,3.018035,3.205939
1383,3.013366,3.200965
1384,3.013725,3.201211
1385,3.010394,3.198762
1386,3.004205,3.192293
1387,3.006921,3.195585
1388,3.009316,3.198327
1389,3.012208,3.201548
1390,3.007984,3.196812
1391,3.004833,3.192867
1392,2.994642,3.18325
1393,2.993789,3.182422
1394,2.985774,3.174514
1395,2.988749,3.177829
1396,2.985024,3.17379
1397,2.983678,3.172947
1398,2.975196,3.164343
1399,2.96919,3.157362
1400,2.982767,3.171347
1401,2.982317,3.170542
1402,2.986124,3.173655
1403,2.975416,3.162162
1404,2.966476,3.151751
1405,2.966654,3.152701
1406,2.96528,3.151628
1407,2.972879,3.160054
1408,2.9598,3.146355
1409,2.962543,3.14851
1410,2.976867,3.162881
1411,2.970686,3.156619
1412,2.980593,3.167484
1413,2.985189,3.171742
1414,2.97972,3.166842
1415,2.991591,3.179431
1416,2.984925,3.173149
1417,2.988964,3.177745
1418,2.986988,3.176192
1419,2.995875,3.18458
1420,2.995566,3.183853
1421,2.998741,3.186882
1422,3.00078,3.188575
1423,2.991666,3.179442
1424,2.985231,3.173211
1425,2.987642,3.175232
1426,2.981599,3.169426
1427,2.977813,3.165974
1428,2.964319,3.152187
1429,2.973079,3.161246
1430,2.979371,3.167574
1431,2.975902,3.164015
1432,2.979657,3.16745
1433,2.964486,3.150851
1434,2.967242,3.15293
1435,2.963362,3.149147
1436,2.956888,3.142363
1437,2.952945,3.13848
1438,2.953756,3.139956
1439,2.949586,3.136072
1440,2.943994,3.130829
1441,2.933311,3.119818
1442,2.940816,3.128067
1443,2.942649,3.129533
1444,2.948867,3.135518
1445,2.944224,3.131714
1446,2.950117,3.138289
1447,2.944859,3.132877
1448,2.945188,3.132792
1449,2.939279,3.126195
1450,2.937078,3.124025
1451,2.934562,3.120703
1452,2.947058,3.133498
1453,2.956074,3.142466
1454,2.959153,3.145558
1455,2.959581,3.146148
1456,2.963195,3.149339
1457,2.957327,3.144227
1458,2.952456,3.138879
1459,2.954896,3.142138
1460,2.952066,3.139124
1461,2.963927,3.150954
1462,2.973555,3.161022
1463,2.979293,3.166657
1464,2.983006,3.170327
1465,2.971982,3.159865
1466,2.966636,3.15468
1467,2.964416,3.152407
1468,2.960965,3.14897
1469,2.975363,3.163214
1470,2.974882,3.161656
1471,2.978988,3.166167
1472,2.973303,3.160631
1473,2.968255,3.155579
1474,2.978593,3.165549
1475,2.977105,3.16394
1476,2.974,3.161056
1477,2.980734,3.168254
1478,2.983781,3.170552
1479,2.976385,3.163058
1480,2.956392,3.143138
1481,2.95551,3.14191
1482,2.962315,3.148596
1483,2.965771,3.152339
1484,2.960558,3.146704
1485,2.949921,3.135794
1486,2.958937,3.144945
1487,2.959882,3.145202
1488,2.959417,3.144144
1489,2.973331,3.158144
1490,2.962665,3.14704
1491,2.948549,3.133414
1492,2.954551,3.139381
1493,2.951871,3.137996
1494,2.950223,3.136628
1495,2.941845,3.129342
1496,2.936854,3.123855
1497,2.939434,3.126448
1498,2.947448,3.134883
1499,2.935551,3.121823
1500,2.931414,3.117871
1501,2.930607,3.116674
1502,2.93462,3.121103
1503,2.943171,3.129858
1504,2.941864,3.128705
1505,2.948266,3.135725
1506,2.958508,3.146184
1507,2.964434,3.15103
1508,2.969077,3.155213
1509,2.966738,3.153557
1510,2.969484,3.155962
1511,2.974902,3.1605
1512,2.971074,3.156016
1513,2.971667,3.156247
1514,2.976596,3.161467
1515,2.979824,3.165664
1516,2.970543,3.156468
1517,2.97144,3.157623
1518,2.972595,3.158464
1519,2.968412,3.154576
1520,2.972271,3.158221
1521,2.969783,3.155174
1522,2.970013,3.155396
1523,2.965832,3.15069
1524,2.960704,3.145888
1525,2.971597,3.157689
1526,2.961733,3.146901
1527,2.960161,3.145277
1528,2.965503,3.150868
1529,2.96007,3.144635
1530,2.962681,3.147278
1531,2.958673,3.143957
1532,2.962237,3.147945
1533,2.95684,3.142289
1534,2.95131,3.136472
1535,2.94875,3.133244
1536,2.952178,3.137212
1537,2.949329,3.134268
1538,2.949292,3.134582
1539,2.945588,3.13071
1540,2.949667,3.135289
1541,2.948756,3.134482
1542,2.939981,3.125368
1543,2.943639,3.128007
1544,2.942044,3.126032
1545,2.945171,3.128783
1546,2.949129,3.133268
1547,2.945014,3.128383
1548,2.937362,3.120372
1549,2.935667,3.118981
1550,2.931715,3.115593
1551,2.933778,3.117685
1552,2.941291,3.125732
1553,2.942123,3.126136
1554,2.944794,3.128922
1555,2.940267,3.124219
1556,2.938291,3.122345
1557,2.942258,3.12648
1558,2.95509,3.139909
1559,2.938631,3.123776
1560,2.935334,3.120578
1561,2.935774,3.120592
1562,2.950087,3.135319
1563,2.965215,3.149526
1564,2.958817,3.143748
1565,2.959643,3.144181
1566,2.944312,3.129098
1567,2.942154,3.126461
1568,2.942276,3.128098
1569,2.957129,3.142185
1570,2.948705,3.134546
1571,2.958959,3.144978
1572,2.957919,3.143842
1573,2.952429,3.138248
1574,2.943519,3.129615
1575,2.931976,3.118782
1576,2.918297,3.104503
1577,2.907097,3.092585
1578,2.916465,3.10201
1579,2.91958,3.105018
1580,2.922754,3.107407
1581,2.920264,3.104872
1582,2.923307,3.107686
1583,2.934056,3.118834
1584,2.940141,3.125247
1585,2.933005,3.117621
1586,2.937443,3.121666
1587,2.949003,3.13189
1588,2.950165,3.133827
1589,2.948332,3.132111
1590,2.94551,3.128422
1591,2.942486,3.124997
1592,2.944897,3.127058
1593,2.948934,3.131184
1594,2.937167,3.119533
1595,2.928408,3.111056
1596,2.929115,3.111819
1597,2.934182,3.116353
1598,2.938807,3.120993
1599,2.923325,3.105163
1600,2.924757,3.107054
1601,2.922114,3.103633
1602,2.922004,3.103651
1603,2.932674,3.114951
1604,2.936973,3.119594
